Title + Content,Target
desempleo Alemania aumenta más previsto Berlín número desempleados Alemania aumentó más previsto septiembre nueva señal retos enfrenta mayor economía Europa ,Economy
"EU pide implementación rigurosa plan certificación aguacate México ventas aguacate mexicano Estados Unidos han disparado 48% 2019 alcanzar valor más 3,000 millones dólares año pasado ",Economy
Sheinbaum reúne directivos danesa Helax presidenta electa Claudia Sheinbaum reunió ayer integrantes empresa danesa Helax desarrolla proyecto hidrógeno verde inversión 10 mil millones dólares parte polos bienestar Istmo Tehuantepec ,Economy
CNBV buscará regular reportes ciberseguridad regulador busca empresas ofrezcan servicio financiero deban homologar criterios reportar han sido víctimas ataque cibernético ,Economy
Mexico necesita política industrial acorde economía actual IMCO centro investigación apunta últimos 20 años valor agregado producción exportaciones manufactureras ha estancado ,Economy
"Comce espera inversiones 48,000 mdd pese reforma judicial presidente Consejo Empresarial Mexicano Comercio Exterior destacó prevén Inversión Extranjera Directa cierre 2024 40,000 millones dólares 11% más respecto 2023 ",Economy
Retrasos ferrocarril México-EU afectan suministro agrícola Chicago retrasos transporte ferroviario están perturbando comercio exportación Estados Unidos México obstaculizando cadenas suministro agrícola plena cosecha otoño boreal denunciaron ayer organizaciones agrarias ,Economy
gobierno Sheinbaum necesitará nueva política atraer inversiones Consumada desaparición ProMéxico esfuerzos atraer inversión extranjera dividieron especialistas cuestionan ente líder podría lograrse aún más ,Economy
HR Ratings baja previsión crecimiento 1.4% México 2024 agencia calificadora ve ambiente incertidumbre cambio administración reformas AMLO también recortó pronóstico 2025 ,Economy
Peligra economía México Trump gana cumple aranceles Moody's agencia calificadora anticipa economía mexicana sufriría recesión 2025 mayor inflación ,Economy
Concentra manufactura flujo inversión extranjera enero 2023 septiembre 2024 sector privado realizó 575 anuncios inversión México más 170 mil 644 millones dólares revelan datos actualizados Secretaría Economía SE ,Economy
peso mexicano mantiene 20 unidades dólar aprobación reforma judicial baja inflación EU moneda apreció 1.48% frente 20.09 unidades dólar reportadas cierre martes ,Economy
Empresas EU reactivarán anuncios inversión confían Sheinbaum detener anuncio importante inversión reforma judicial American Society of Mexico informó próximas fechas retomará cautela ,Economy
salarios programas sociales remesas mantienen consumo México Pese inflación mayor tasa interés consumo privado México ha sido pilar economía tendencia queda tiempo advierten analistas ,Economy
Mercado Pago recibe financiamiento JP Morgan apoyar Pymes mexicanas plataforma logra acuerdo banco inversión 250 millones dólares apoyar pequeños negocios país ,Economy
Fed baja tasas medio punto porcentual aduce confianza control inflación responsables política monetaria prevén tipo referencia Reserva Federal caiga medio punto porcentual finales año ,Economy
Impulsa CRE infraestructura autos eléctricos disposiciones administrativas materia electromovilidad emitidas Comisión Reguladora Energía CRE no sólo impulsarán desarrollo infraestructura uso automóviles eléctricos híbridos también ordenamiento Sistema Eléctrico Nacional SEN acuerdo regulador ,Economy
Denuncian competencia desleal ambulantes compraventa divisas centros cambiarios pequeños establecimientos comprar vender monedas equivalente 10 mil dólares enfrentan competencia desleal entidades ambulantes realizan actividad acuerdo asociación representa sector ,Economy
México va facilitar respaldar inversiones EU Marcelo Ebrard Luego aprobada reforma judicial próximo secretario Economía revivió posteó video redes sociales dice integración dos economías avanza paso acelerado ,Economy
Lactalis reduce casi 10% adquisición leche Francia grupo Lactalis líder mundial sector lácteo anunció reducirá finales año volúmenes leche recogidos granjas francesas destinados mercados internacionales centrarse productos vendidos Francia ,Economy
BBVA advierte reforma Poder Judicial socava Estado derecho análisis banco considera perspectivas crecimiento económico México también pueden deteriorarse ,Economy
Cifras verdes * llave programas planeación ciudades inteligentes verdes bicicleta ha recuperado relevancia proyectos urbanos ,Economy
son mercancías más importa México exterior países más compra México son Estados Unidos representa casi 43% total importaciones seguido China 20% Japón 3% ,Economy
imperio bicicleta recupera terreno Pekín Pekín recién llegado Pekín puede tener paranoia confundida certeza será atropellado Más temprano tarde auto bicicleta motocicleta triciclo podría darle empujón dejarle costado acera sobándose raspones risa asombro buscando curitas tienda conveniencia ,Economy
Yellen considera señal muy positiva recorte tasas Fed medida refleja confianza parte Fed inflación cedió está camino meta 2% anual expresó secretaria Tesoro EU ,Economy
jubilación digna complica vez más mexicanos quinta parte empleados país contempla jubilarse 66 años más 86% admite ahorrar menos debería hacerlo actualidad ,Economy
Seguridad energética amenazada nivel mundial tensiones geopolíticas WEF transición energética nivel global observa avances particular economías desarrolladas así China Brasil No obstante equidad ha retrocedido tensiones geopolíticas causan incertidumbre seguridad energética revela informe Foro Económico Mundial WEF siglas inglés ,Economy
Enrique Galván Ochoa Dinero presidenta República     tomará posesión próximo martes Claudia Sheinbaum Pardo asistió congreso nacional Morena dijo no será partido Estado habrá distancia pidiera abdicó título jefa partido ya es jefa Gobierno jefa Estado comandanta suprema fuerzas armadas organización guinda enarbolará bandera 4T. Fue fundada presidente Andrés Manuel López Obrador Ha anunciado mil veces retirará quinta Palenque asegura llevará vida aislamiento política políticos Incluso no recibirá amigos Dos círculo más íntimo fueron elegidos dirigir formalmente partido Luisa María Alcalde presidenta Andrés Andy López Beltrán secretario Organización Serán ojos voz ,Economy
Carlos Fernández-Vega México SA Ernesto Zedillo fue     seis depredadores Estado instalados Pinos régimen neoliberal igual gerentes estirpe dedicó entregar bienes nación gran capital bien sello sexenal fue ilegal “ rescate banca vía Fobaproa personaje ahora intenta reivindicar derecha autóctona fue más allá siempre contra intereses nacionales ,Economy
Openbank lanza lista espera clientes mexicanos Openbank México abre sitio web lista espera usuarios quieran acceder oferta nuevo banco digital ,Economy
endeudamiento mexicanos exterior representa 35% PIB Banco México Banxico dio conocer segundo trimestre año redujo endeudamiento mundo 42% reportado primer trimestre ,Economy
Reserva Federal EU ya no es referente política monetaria global bancos centrales países realizaron serie movimientos tasas interés semana encabezados Reserva Federal Estados Unidos Fed miércoles recortó tasas referencia primera vez 2020 ,Economy
AMLO México consolidó principal socio EU administración presidente Andrés Manuel López Obrador AMLO primera vez historia México convirtió consolidó principal socio comercial Estados Unidos mayor potencia económica mundo embargo dicen especialistas futuro cercano aún quedan retos importantes ejemplo definir relación gigante mundial China revisión T-MEC instrumento potenció relación ,Economy
Alistan inauguración Museo Vivo Muralismo días final gobierno presidente Andrés Manuel López Obrador concluyeron obras restauración rehabilitación mantenimiento Museo Vivo Muralismo MVM prevé inaugurar semana edificio histórico Secretaría Educación Pública SEP reconocido patrimonio mundial Organización Naciones Unidas Educación Ciencia Cultura Unesco ,Economy
Trump amaga arancel 100% autos entren frontera México candidato presidencial dijo única manera libren cuota es quieren construir planta Estados Unidos ,Economy
Moody's prevé reforma judicial debilite calidad crediticia México cambios sistema judicial perjudicarían futuras inversiones nearshoring dice agencia calificadora ,Economy
Cotiza peso prácticamente cambios espera recorte tasas BdeM Ahora incógnita política monetaria México es recorte tasa referencia cuarto medio punto porcentual Banco México BdeM despejará jueves tanto peso mexicano operó ayer cautela ,Economy
Volkswagen negocia sindicatos Después explosivo anuncio Volkswagen podría cerrar fábricas Alemania primera vez dirección empresa sindicatos iniciarán tensas conversaciones nuevo acuerdo salarial empresa ha subrayado repetidamente costes son excesivos márgenes beneficio demasiado bajos especialmente marca principal ,Economy
Cetes reducen rendimiento previo decisión Banxico próxima semana Banco México Banxico dará conocer decisión política monetaria Cetes disminuyeron rendimientos plazos ,Economy
Mexicanos gastan 12% más bebidas energéticas Datos Kantar muestran últimos años ha aumentado tanto número litros comprados precio tipo bebidas ,Economy
hay mayor brecha salarial género México Banxico realizó análisis brechas salariales género regiones México resultados demuestran norte es hay mayor diferencia remuneración hombres mujeres ,Economy
"24% créditos hipotecarios es cofinanciado Infonavit Fovissste Asociación Bancos México dijo enero julio año 16,100 créditos ha dado banca han tenido cofinanciamiento institutos trabajadores ",Economy
"Afores ganan $ 8,359 mdp gestionar ahorro trabajadores ganancias obtuvieron Administradoras Fondos Retiro Afore primeros ocho meses 2024 cuidar recursos pensionarios millones mexicanos aumentaron 32 ciento manera anual cifras cierre agosto pasado revelan datos oficiales ",Economy
rendimientos Cetes tocan nivel más bajo enero rendimientos Cetes 28 días tuvieron tasa más baja enero pasado expectativa Banxico haga más recortes tasa referencia ,Economy
Banxico ejecuta nuevo recorte tasa 10.5% banco central hizo segundo recorte consecutivo tasa referencia contexto menor inflación ,Economy
Desequilibrio balanza comercial acumuló 10 mil 438 mdd agosto balanza comercial país observó agosto 2024 déficit 4 mil 868 millones dólares dinamismo explicó retroceso ciento exportaciones frente igual periodo año anterior informó Instituto Nacional Estadística Geografía Inegi ,Economy
es Antonio Martínez Dagnino jefe SAT gobierno Sheinbaum Antonio Martínez Dagnino llegó jefatura SAT octubre 2022 luego Raquel Buenrostro pasara tomar liderazgo Secretaría Economía ,Economy
primera vez 2 años tasa Cetes baja 10% Después casi dos años ofrecer rendimientos anuales doble dígito tasa interés Certificados Tesorería Federación Cetes ha caído debajo 10 ciento analistas indica mercados anticipan Banco México BdeM reducirá tasa referencia próximo jueves línea Reserva Federal Estados Unidos ,Economy
José Antonio Rojas Nieto economía Estados Unidos cuarta apreciadísima doctora     Edith Klimovsky Barón profesora distinguida UAM Azcapotzalco presentó reciente congreso Economía Matemática Tlaxcala ponencia plantea Edith dixit ejes determinan muestran relación salarios beneficios Relación fundamental Clásicos evidente Marx duda pesar – Neoclásicos ,Economy
inversión extranjera cae estados más “ atractivos ” nearshoring falta energía eléctrica escasez agua mano obra además infraestructura rebasada transporte ponen freno decisiones inversión ,Economy
Tribunal da 5 días X validar representante legal Brasil Río Janeiro red social X nombró representante legal Brasil exigencias volver funcionar país seguirá suspendida cumplir requisitos judiciales Tribunal Supremo Brasil dio plataforma social X propiedad Elon Musk cinco días presentar documentos validen nuevo representante legal país mostró sábado decisión judicial ,Economy
impacto nearshoring tendencias laborales MetLife México escasez talento calificado importancia beneficios competitivos necesidad cultura organizacional sólida son principales desafíos enfrentan empresas ,Economy
Ocupa México séptimo lugar adopción inteligencia artificial México es países adoptantes inteligencia artificial IA índice 46.85 puntos coloca séptima posición 19 encuentran incorporando tecnología informó Comisión Económica América Latina Caribe Cepal ,Economy
"Anuncios inversión México suman 59,900 mdd primeros nueve meses 2024 Secretaría Economía identifica 197 anuncios públicos enero septiembre Estados Unidos encabeza anuncios ",Economy
Confirma Sheinbaum salida Gabriel Yorio Subsecretaría Hacienda subsecretario Hacienda Gabriel Yorio González no repetirá cargo próximo sexenio así confirmó próxima titular Ejecutivo federal ,Economy
Pemex envía combustible Refinería Olmeca India Petróleos Mexicanos Pemex envió mes primer cargamento combustible nueva refinería Olmeca India señal progreso después múltiples retrasos costos espiral datos embarque fuentes industria ,Economy
Banxico sólo tiene espacio hacer recorte 25 puntos analistas consideran banco central debe tener cautela bajar tasas periodos volatilidad descartan hagan recorte 50 puntos hizo Reserva Federal ,Economy
Termina semana peso pérdida ciento peso cerró retroceso ciento semana marcada anuncio política monetaria banco central Estados Unidos también afectado cautela inversionistas aguardan anuncio Banco México próxima semana ,Economy
Aumentó ingreso divisas turísticas elevar llegada viajeros es gran reto Uno indicadores marcan potencialidad turística nación es captación divisas viajeros internacionales afirma Miguel Torruco titular Secretara Turismo Sectur Medido forma largo sexenio país ha incrementado presencia nivel mundial muestran datos oficiales ,Economy
Recauda SAT seis años 3.5 billones pesos sexenio está concluir Servicio Administración Tributaria SAT recaudó 3.5 billones pesos auditorías promoción cumplimiento representó 2.3 billones pesos más sexenio anterior crecimiento real 120.2 ciento agosto año ,Economy
Mexicana presenta avión Embraer sumará flota 2025 Zumpango Méx fin consolidarse industria transporte aéreo nacional Mexicana Aviación aerolínea Estado mexicano presentó avión Embraer E195-E2 modelo adquirieron 20 unidades aerolínea empezará recibir partir mayo 2025 ,Economy
Gasolinas diésel van primer mes subsidios Brindar menores estímulos ha permitido recaudar mayores ingresos secretaría Hacienda enero agosto año ha recaudado 82% más dinero IEPS combustibles ,Economy
México EU acuerdan Sader supervise aguacate exportación gobiernos México Estados Unidos acordaron transferencia responsabilidades agilizar comercio ,Economy
China campo batalla Apple Huawei nuevos teléfonos alta gama nuevos modelos Apple Huawei salieron venta manera simultánea viernes China usuarios hicieron largas filas adquirir dispositivos alta gama dos marcas compiten mercado chino más grandes importantes ambas compañías ,Economy
Fitch S&P descartan degradar calificación México reforma judicial agencias calificadoras ven finanzas sólidas esperan prudencia fiscal Claudia Sheinbaum ,Economy
China presenta medidas relajación monetaria reactivar economía Banco Popular China recortará tipo interés operaciones dobles siete días 0.2 puntos porcentuales 1.5% ,Economy
Silvia Ribeiro * Ayotzinapa impunidad olvido saber paradero justicia tortuoso camino encubrimientos impunidad cumplen 26 septiembre 10 años desaparición forzada 43 estudiantes escuela normal Raúl Isidro Burgos Ayotzinapa asesinato seis personas tres estudiantes ,Economy
Es innecesaria reforma fiscal siguiente sexenio presidente Andrés Manuel López Obrador aseguró no es necesaria reforma fiscal futuro mantiene fórmula combate corrupción política austeridad republicana ,Economy
Yorio dejará cargo subsecretario Hacienda adelanta Bloomberg News funcionario dejará puesto ocupa Secretaría Hacienda Crédito Púbico 2019 dependencia indicó Expansión no tiene información respecto ,Economy
BBVA mantiene confianza México transición presidencial país sigue siendo atractivo largo plazo gracias estructura costos apalancamiento comparación Estados Unidos dijo Onur Genç consejero delegado BBVA ,Economy
Acierto SAT auditorías grandes causantes analistas Fiscalizar primero grandes contribuyentes ahí hacerlo resto causantes fue estrategias más exitosas Servicio Administración Tributaria SAT evitar ingresos sustentan erario cayeran administración ,Economy
Cetes dos años reducen rendimientos dígito anticipa recorte Banxico Todos plazos Cetes redujeron ganancias plazo dos años ofrece tasa más baja 9.92% espera Banxico haga nuevo recorte ,Economy
déficit fiscal México crece 54% agosto supera billón pesos Secretaría Hacienda Crédito Público destacó Requerimientos Financieros Sector Público sumaron 1.109 billones pesos ,Economy
"Afores registran ganancias agosto más altas 9 meses Afores registraron plusvalías 231,284.6 millones pesos agosto monto más alto noviembre año pasado ",Economy
Fomentar vivienda interés social eliminar corrupción retos Infonavit Analistas señalan instituto tiene pendientes materia avanzar digitalización agilización trámites así mejorar rendimientos subcuenta vivienda ,Economy
Reservas internacionales alcanzan marca histórica reservas internacionales cerraron semana concluyó 20 septiembre saldo 226 mil 465 millones dólares incremento 356 millones dólares relación semana precedente reveló Banco México BdeM ,Economy
"México registra déficit comercial 4,868 mdd agosto exportaciones mexicanos cayeron 1% importaciones crecieron 5.7% acuerdo Inegi ",Economy
BMV gana 1.1% semana peso pierde 28 centavos peso revirtió ganancias iniciales día después impulso registrado anuncio Banco México recortó tasa interés ,Economy
Claudia Sheinbaum reunirá empresarios Estados Unidos octubre medio voces empresariales dicen inversiones han detenido reforma judicial Marcelo Ebrard anunció asistencia próxima presidenta México CEO Dialogue ,Economy
sequías impactan precio peso carne res Banxico Banco México destacó sequías provocan productores carne sacrifiquen ganado antes tiempo no pierdan peso llega provocar inflación mediano plazo ,Economy
Ciudades globo viven burbuja inmobiliaria estudio Miami Tokio Zúrich encabezan lista ciudades mayor riesgo burbuja inmobiliaria nivel mundial debido elevada amenaza mercados vivienda reveló UBS Global Real Estate Bubble Index 2024 ,Economy
"Pemex requerirá 50,200 mdd tres primeros años Sheinbaum prevé Moody's apoyo gobierno calificación real Pemex sería Ca es decir 80% incumplimiento compromisos financieros ",Economy
David Márquez Ayala Reporte económico múltiples logros     administración ahora termina producción alimentos avance autosuficiencia no es desafortunadamente producción cuatro granos básicos alimentación mexicana maíz trigo frijol arroz ascendió 2023 31.9 millones toneladas apenas 1.0% producción 2018 Gráfico 1 productos periodo producción maíz aumentó 1% trigo 18.1 decrecieron frijol 38.3% arroz 11.2% ,Economy
Banqueros esperan leyes secundarias reforma judicial den certidumbre aprobación reforma Poder Judicial   banqueros esperan leyes secundarias afinen detalles permitan reforma exitosa ,Economy
2026 Petróleos Mexicanos requerirá 19 mil millones dólares gobierno federal Petróleos Mexicanos Pemex requerirá gobierno federal 19 mil millones dólares 2026 cubrir necesidades efectivo operativas pago deuda aseguró Roxana Muñoz vicepresidenta analista senior calificadora Moody’s ,Economy
Inversiones México mantendrán pese débil Estado Derecho UBS banco inversión dijo México mantendrá inversiones aprovechar potencial ofrece nearshoring ,Economy
Mercado Pago hace oficial presentó solicitud ser banco digital cuenta digital busca aprobación licencia bancaria Comisión Nacional Bancaria Valores ofrecer servicios banca múltiple ,Economy
Miguel Pineda Negocios   empresas diferencia     regularmente piensa no es producción marca desarrollo demanda creciente bienes servicios sociedad no consume tiende quedarse estancada ,Economy
Abren bancos 1 octubre dice calendario CNBV 1 octubre Claudia Sheinbaum toma posesión primera presidenta México implica suceso trascendencia nacional mayoría empleados descansará ,Economy
Denuncian Visa monopolio Estados Unidos Departamento Justicia Estados Unidos busca denunciar empresa   monopolio mercado tarjetas débito acuerdo reporte Blomberg ,Economy
Proyecto ministro Pérez Dayán impedirá UIF bloquear cuentas bancarias lavado ministro Alberto Pérez Dayán propondrá endurecimiento requisitos Unidad Inteligencia Financiera UIF pueda asegurar cuentas bancarias titulares son sospechosos operaciones lavado dinero ,Economy
Desacelera inflación anual cuarta quincena consecutiva inflación general primera quincena septiembre México desaceleró 4.66 ciento anual menor nivel segunda quincena mayo 2024 revelaron cifras Instituto Nacional Estadística Geografía Inegi ,Economy
León Bendesky ejemplo escritor inglés H.G. Wells apuntó Historia supervivencia dependen carrera educación catástrofe idea es adecuada reflexionar cuestiones hoy son relevantes persistente violencia hay mundo bien incapacidad humanidad contener degradación medio ambiente ,Economy
Pemex Infonavit es Octavio Romero Oropeza presidenta electa Claudia Sheinbaum dio conocer Romero Oropeza estará frente Instituto Fondo Nacional Vivienda Trabajadores ,Economy
Expertos mayor desastre ecológico Riviera Maya mina Sac-Tun antes conocida Calica propiedad Vulcan Materials es mayor desastre ecológico ” Riviera Maya más tres décadas extrajo material exportar barco Estados Unidos acuerdo especialistas gobierno mexicano ,Economy
SICT entrega 549 obras carreteras programa carretero echó andar administración presidente Andrés Manuel López Obrador benefició 55 millones habitantes forma directa Además 549 obras realizadas representan 227 mil 464 millones pesos son casi ciento producto interno bruto PIB informó Jorge Nuño Lara titular Secretaría Infraestructura Comunicaciones Transportes SICT ,Economy
Economía país transita crisis & # 160 ,Economy
es importante tener seguro negocio seguro no solo cubre daños materiales también puede asegurar continuidad operaciones caso siniestro destaca AMIS ,Economy
Eliminación subsidios gasolinas impedirá bajas precios medida disminución estímulos fiscales obedece más necesidad incrementar recaudación impuestos reducir déficit fiscal consideran especialistas ,Economy
"Búsqueda segundo empleo dispara entidades Morelos encabeza México dentro población subocupada 328,971 personas están condición búsqueda trabajo adicional indican cifras Inegi segundo trimestre 2024 ",Economy
"RappiCard alcanza 5,107 millones pesos cartera crédito empresa resalta parte estrategia es ofrecer proceso solicitud aprobación solo dos minutos entrega tarjeta física 30 minutos ",Economy
auditorías dan ingresos 3.5 billones pesos SAT recursos 1.426 billones pesos obtuvieron auditorías grandes contribuyentes informa fisco ,Economy
estanca producción granos   sexenio producción granos oleaginosas México ha incrementado 37 ciento entrada vigor Tratado Libre Comercio América Norte TLCAN actualmente Tratado México Estados Unidos Canadá T-MEC fecha embargo sexenio crecimiento ha estancado revelan datos oficiales ,Economy
Pekín recorta tasas estimular economía Pekín Banco Central China anunció ayer nuevas medidas impulsar economía recorte tasas interés incluida referencia hipotecaria así reducción depósito bancos deben mantener reserva ,Economy
México expropia minera Calica empresa estadunidense impugnará firma estadunidense Vulcan Materials anunció va impugnar legalmente decisión gobierno mexicano anunciada lunes noche expropiar terrenos mina Calica Quintana Roo ,Economy
Banxico proyecta apogeo nearshoring México 2026 2030 encuesta Banco México 41.3% empresas consultadas estima mayor beneficio proceso relocalización dará periodo ,Economy
Repuntó julio economía Inegi economía mexicana creció más esperado julio debido incremento ‘ inusual ’ sectores agrícola ganadero pesca reveló Instituto Nacional Estadística Geografía Inegi ,Economy
Inflación sigue baja primera mitad septiembre ubicó 4.66% índice subyacente terminó primera quincena septiembre 3.95% no subyacente 6.73% acuerdo datos publicados Inegi ,Economy
Slim critica dinero gasta jubilados pide combatir pobreza hombre más rico México dice recursos reciben actualmente mayores 65 años debería usarse sacar 6 millones personas pobreza extrema ,Economy
número súper ricos dispara Estados Unidos China población China menos 100 millones dólares cuentas ha duplicado últimos 10 años ,Economy
EU prohibirá software hardware chinos vehículos Washington Departamento Comercio Estados Unidos propondría lunes prohibir software chinos vehículos conectados autónomos carreteras país debido preocupaciones seguridad nacional dijeron fuentes Reuters ,Economy
Gasolina Magna va segunda semana subsidios semana 14 20 septiembre consumidores pagarán 6.1752 pesos Impuesto Especial Producción Servicios IEPS litro gasolina regular ,Economy
Inflación agroalimentaria va baja aún hay productos incrementos arriba 60% primera quincena septiembre tanto inflación general agroalimentaria presentaron reducciones significativas embargo aún existen productos factores clima estacionalidad registran incrementos anuales encima 60 ciento anual casos fresa cebolla ,Economy
Amazon Prime MGM Studios unen MPA empresas entretenimiento unen Netflix Paramount Pictures ,Science and technology
beneficiaría Altán Redes desaparición IFT eliminación IFT Ejecutivo tendría facultad adjudicar directamente espectro Altán plan cierre brecha digital volverse   más competitiva AT&amp;T Telcel ,Science and technology
Meta presenta Quest 3S versión económica visor realidad mixta Meta calificó dispositivo proveedor   experiencias increíbles precio inigualable ” ,Science and technology
IA generativa transforma operación ingresos empresariales uso IA generativa ha crecido sectores impulsando innovación facilitando nuevas formas operar organizaciones ,Science and technology
Netflix Prime Video Amazon lideran quejas streaming agosto año ambas empresas recibieron inconformidades parte usuarios cobros indebidos alteración precios aseguró Profeco Expansión través transparencia ,Science and technology
crear diario personal IA WhatsApp inteligencia artificial WhatsApp Meta AI puede aprovecharse realizar simplificar tareas Aquí explicamos crear diario personal ,Science and technology
TelevisaUnivisión sustituirá Wade Davis director general empresa decidió sustituir Davis Daniel Alegre debido resultados compañía cayeron debajo expectativas internas ,Science and technology
YouTube presenta IA hacer videos ganar ‘ más ’ dinero empresa llevo cabo Made on YouTube evento también señaló número creadores obtienen mayor parte ingresos viene TV ,Science and technology
mercado tabletas busca conquistar diseñadores creativos melómanos Lenovo Huawei presentaron nuevas tabletas mercado mexicano coincidencia apuestan conquistar creativos ,Science and technology
es audiencia quiere conquistar iPhone 16 Apple es consciente usuarios iPhone 15 difícilmente van renovar smartphone hay segmento pueden seducir ,Science and technology
TikTok Departamento Justicia enfrentan tribunales EU abogados TikTok enfrentarán Departamento Justicia tribunal Washington destino ley podría prohibir aplicación vídeos cortos ,Science and technology
resultados tercer censo jaguar México son alentadores primeros resultados tercer censo México jaguar son alentadores puesto mayoría 24 sitios analizados 19 estados país población felino más grande América mantiene ha incrementado mayoría sitios hay más jaguares ” destacó Gerardo Ceballos González líder Alianza Nacional Conservación Jaguar ,Science and technology
medio crisis industria gaming busca nuevo modelo negocio despidos han marcado año videojuegos especialistas apuntan es nueva oportunidad diversificar contenido creadores independientes ,Science and technology
Mira Murati CTO OpenAI deja empresa 2024 ha sido año complicado startup Inteligencia Artificial ejecutivos fundadores han renunciado ,Science and technology
"Google salva multa antimonopolio 1,670 mmd caso comenzó supuesto dominio anticompetitivo empresa mercado publicidad línea ",Science and technology
CFE Telecom perfila nuevo CEO impulsar proyecto internet dos fuentes conocimiento tema interior compañía ha puesto mesa nombre Emiliano Calderón Mercado ser nuevo CEO estatal telecomunicaciones ,Science and technology
Descubren inteligencia artificial más geoglifos Nazca ,Science and technology
"Intel aplaza proyecto instalar fábricas Alemania Polonia anuncio presenta después revelara empresa recibirá 3,000 millones dólares gobierno estadounidense fabricar semiconductores ",Science and technology
China avanza regulación identificar contenido hecho IA país asiático están buscando implementar medidas más duras obligatorias identificar contenido generado través Inteligencia Artificial ,Science and technology
India país quiere ser potencia industria semiconductores Estados Unidos India anunciaron alianza construir planta chips país gobierno Biden definió “ punto inflexión ” ,Science and technology
Científicos descubren coral es capaz retener microplásticos Madrid nueva técnica detección microplásticos descubrió tres partes anatomía coral mucosidad superficial tejido esqueleto contienen clase desechos artificiales ,Science and technology
OpenAI lanza nueva serie modelos IA capacidad razonamiento modelo conocido internamente strawberry tuvo altas calificaciones pruebas matemáticas codificación empresa reconoce aún puede dar respuestas limitadas ,Science and technology
servicio cliente manos IA es mejor humanos Más mitad profesionales servicio cliente ya ocupan software impulsado IA espera continúe creciendo ,Science and technology
18 incluye nueva versión actualizar iPhone todavía no ha integrado Apple Intelligence actualización sistema operativo integra serie mejoras ,Science and technology
AMLO busca convertir CFE Telecom empresa pública iniciativa reforma quiere CFE TEIT sea principal compañía proveer internet país respecto competidores cambiando estatus estatal pública ,Science and technology
Amazon despide home office empleados regresan oficina 2025 empresas han permitido empleados trabajen casa pandemia ha dejado oficinas casi vacías ciudades San Francisco Seattle ,Science and technology
Uber Didi operan sitios AICM pese restricciones usuarios continúan pidiendo servicio taxis aplicación Uber apunta continuará operando regularidad ,Science and technology
Intel Amazon firman acuerdo comercial mercado recibe bien empresas tecnología trabajarán conjunto coinversión diseños chip personalizados negocio nube big tech AWS ,Science and technology
Líderes tecnológicos   acudirán Casa Blanca hablar IA CNN Funcionarios alto rango líderes tecnológicos darán cita hablar recursos energéticos infraestructura necesarios impulsar herramienta ,Science and technology
